"Study ID"	"Experimental Row ID"	"Paired Baseline ID"	"Authors & Year"	"Short Title"	"DOI / Link"	"Catalyst"	"Catalyst Details"	"Hydrogen Source"	"Impurity Category"	"Impurity Species"	"Impurity Conc (ppm)"	"Temp (°C)"	"Pressure (bar)"	"H2:CO2 ratio"	"Space velocity (GHSV, /h)"	"Time on stream (h)"	"MeOH metric type"	"Baseline"	"With impurity"	"Recovery Value"	"% change in MeOH"	"Measured / Calculated / Digitized"	"Reversible?"	"Deactivation noted?"	"Notes / mechanism"	"Source quote & page"	"Data Quality"	"Modeling Status"	"Duplicate Status"
"T1-004"	"T1-004-O2-HP"	"T1-004-HP50-REF"	"He et al. 2020"	"Influence of Contaminants in Steel Mill Exhaust Gases on Cu/ZnO/Al2O3 Catalysts Applied in Methanol Synthesis"	"https://doi.org/10.1002/cite.202000045"	"Industrial Cu/ZnO/Al2O3"	"Clariant industrial catalyst; sieve fraction 250-355 um; 0.2-1.0 g depending setup (CEC1 0.5 g; CEC2 1.0 g; RUB1 0.3 g; RUB2 0.2 g)"	"Synthetic laboratory feed"	"Oxygen"	"O2"	"600"	"210"	"50"	"Syngas"	"Not reported"	"108"	"Normalized XCOx cumulative loss after dosing (% of pre-dose activity)"	"100"	"~93"	"~94"	"-7"	"Measured"	"No"	"Yes"	"Continuous impurity exposure and recovery | Run/sample: O2 high pressure | Impurity source: separate co-feed | Reported concentration: 0.06 vol% | Catalyst loading pre: Not applicable wt% | Catalyst loading post: Not applicable wt% | Partial oxidation of metallic catalyst phases; cumulative activity not restored"	"PDF p.5 Fig.4a; PDF p.6 results text"	"High"	"Modeling-ready for deactivation submodel"	"No known duplicate"
"T1-004"	"T1-004-H2S"	"T1-004-HP60-REF"	"He et al. 2020"	"Influence of Contaminants in Steel Mill Exhaust Gases on Cu/ZnO/Al2O3 Catalysts Applied in Methanol Synthesis"	"https://doi.org/10.1002/cite.202000045"	"Industrial Cu/ZnO/Al2O3"	"Clariant industrial catalyst; sieve fraction 250-355 um; 0.2-1.0 g depending setup (CEC1 0.5 g; CEC2 1.0 g; RUB1 0.3 g; RUB2 0.2 g)"	"Synthetic laboratory feed"	"Sulfur"	"H2S"	"50"	"210"	"60"	"Syngas; detailed composition in SI"	"Not reported"	"1000"	"Methanol performance (qualitative)"	"Not reported"	"Irreversible poisoning reported"	"Not reported"	"Not calculated"	"Measured"	"No"	"Yes"	"Long-term contaminated feed | Run/sample: H2S | Impurity source: separate co-feed | Reported concentration: 0.005 vol% | Catalyst loading pre: Not applicable wt% | Catalyst loading post: Not applicable wt% | Metal sulfide formation / irreversible sulfur poisoning"	"PDF p.6 Table 2 and conclusions"	"Medium"	"Mechanism-only"	"No known duplicate"
"T1-008"	"T1-008-AS-16655-28-660"	"T1-008-AS-16655-28-B1"	"Air Products/Eastman 2003"	"Removal of Trace Contaminants from Coal-Derived Synthesis Gas"	"Not reported"	"Alternative LPMEOH catalyst"	"Alternative commercial/process catalyst used at Kingsport since Oct. 1998; ~10 g oxide powder in ~120 g mineral oil for lab poisoning"	"Coal-derived syngas"	"Metal / metalloid"	"AsH3"	"0.66"	"250"	"51.71 barg"	"Shell Gas"	"~6000"	"<100 exposure; baseline >=150 typical"	"Catalyst deactivation rate (% per hour)"	"0.0775"	"0.14"	"~0"	"80.65"	"Calculated"	"No"	"Yes"	"Contaminant exposure | Run/sample: 16655-28 | Impurity source: secondary feed in 5% CO/95% H2 | Reported concentration: 660 ppb | Catalyst loading pre: Not applicable wt% | Catalyst loading post: 0.567 wt% As wt% | Dissociative adsorption and Cu3As formation; irreversible site loss though accelerated slope stops after removal"	"PDF p.13 Table 1; mechanism PDF p.14"	"High"	"Modeling-ready for deactivation submodel"	"No known duplicate"
"T1-008"	"T1-008-AS-16655-28-310"	"T1-008-AS-16655-28-R1"	"Air Products/Eastman 2003"	"Removal of Trace Contaminants from Coal-Derived Synthesis Gas"	"Not reported"	"Alternative LPMEOH catalyst"	"Alternative commercial/process catalyst used at Kingsport since Oct. 1998; ~10 g oxide powder in ~120 g mineral oil for lab poisoning"	"Coal-derived syngas"	"Metal / metalloid"	"AsH3"	"0.31"	"250"	"51.71 barg"	"Shell Gas"	"~6000"	"Not reported"	"Catalyst deactivation rate (% per hour)"	"~0"	"0.153"	"Not reported"	"Not calculated"	"Measured"	"No"	"Yes"	"Second concentration exposure | Run/sample: 16655-28 | Impurity source: secondary feed | Reported concentration: 310 ppb | Catalyst loading pre: Not applicable wt% | Catalyst loading post: Included in run total wt% | Cu3As formation"	"PDF p.13 Table 1"	"High"	"Modeling-ready for deactivation submodel"	"No known duplicate"
"T1-008"	"T1-008-AS-16655-44-578"	"T1-008-AS-16655-44-B1"	"Air Products/Eastman 2003"	"Removal of Trace Contaminants from Coal-Derived Synthesis Gas"	"Not reported"	"Alternative LPMEOH catalyst"	"Alternative commercial/process catalyst used at Kingsport since Oct. 1998; ~10 g oxide powder in ~120 g mineral oil for lab poisoning"	"Coal-derived syngas"	"Metal / metalloid"	"AsH3"	"0.578"	"250"	"51.71 barg"	"Kingsport Gas"	"~6000"	"Figure spans ~800 h"	"Catalyst deactivation rate (% per hour)"	"0.084"	"0.325"	"0.0784"	"286.9"	"Calculated"	"No"	"Yes"	"Concentration-series exposure | Run/sample: 16655-44 | Impurity source: secondary feed | Reported concentration: 578 ppb | Catalyst loading pre: Not applicable wt% | Catalyst loading post: 0.598 wt% As run total wt% | Cu3As formation; poisoning stops after removal but lost activity is not restored"	"PDF p.13 Table 1; PDF p.14 Fig.2"	"High"	"Modeling-ready for deactivation submodel"	"No known duplicate"
"T1-008"	"T1-008-AS-16655-44-248"	"T1-008-AS-16655-44-R1"	"Air Products/Eastman 2003"	"Removal of Trace Contaminants from Coal-Derived Synthesis Gas"	"Not reported"	"Alternative LPMEOH catalyst"	"Alternative commercial/process catalyst used at Kingsport since Oct. 1998; ~10 g oxide powder in ~120 g mineral oil for lab poisoning"	"Coal-derived syngas"	"Metal / metalloid"	"AsH3"	"0.248"	"250"	"51.71 barg"	"Kingsport Gas"	"~6000"	"Figure spans ~800 h"	"Catalyst deactivation rate (% per hour)"	"0.0784"	"0.206"	"0.085"	"162.76"	"Calculated"	"No"	"Yes"	"Concentration-series exposure | Run/sample: 16655-44 | Impurity source: secondary feed | Reported concentration: 248 ppb | Catalyst loading pre: Not applicable wt% | Catalyst loading post: Included in run total wt% | Cu3As formation"	"PDF p.13 Table 1; PDF p.14 Fig.2"	"High"	"Modeling-ready for deactivation submodel"	"No known duplicate"
"T1-008"	"T1-008-AS-16655-44-150"	"T1-008-AS-16655-44-R2"	"Air Products/Eastman 2003"	"Removal of Trace Contaminants from Coal-Derived Synthesis Gas"	"Not reported"	"Alternative LPMEOH catalyst"	"Alternative commercial/process catalyst used at Kingsport since Oct. 1998; ~10 g oxide powder in ~120 g mineral oil for lab poisoning"	"Coal-derived syngas"	"Metal / metalloid"	"AsH3"	"0.15"	"250"	"51.71 barg"	"Kingsport Gas"	"~6000"	"Figure spans ~800 h"	"Catalyst deactivation rate (% per hour)"	"0.085"	"0.19"	"Not reported"	"123.53"	"Calculated"	"No"	"Yes"	"Concentration-series exposure | Run/sample: 16655-44 | Impurity source: secondary feed | Reported concentration: 150 ppb | Catalyst loading pre: Not applicable wt% | Catalyst loading post: Included in run total wt% | Cu3As formation"	"PDF p.13 Table 1; PDF p.14 Fig.2"	"High"	"Modeling-ready for deactivation submodel"	"No known duplicate"
"T1-008"	"T1-008-AS-16655-58-38"	"T1-008-AS-16655-58-B1"	"Air Products/Eastman 2003"	"Removal of Trace Contaminants from Coal-Derived Synthesis Gas"	"Not reported"	"Alternative LPMEOH catalyst"	"Alternative commercial/process catalyst used at Kingsport since Oct. 1998; ~10 g oxide powder in ~120 g mineral oil for lab poisoning"	"Coal-derived syngas"	"Metal / metalloid"	"AsH3"	"0.038"	"250"	"51.71 barg"	"Kingsport Gas"	"~6000"	"Not reported"	"Catalyst deactivation rate (% per hour)"	"0.0354"	"0.0667"	"0.0651"	"88.42"	"Calculated"	"Not reported"	"No statistically resolved effect"	"Low-concentration exposure | Run/sample: 16655-58 | Impurity source: secondary feed | Reported concentration: 38 ppb | Catalyst loading pre: Not applicable wt% | Catalyst loading post: 0.0378 wt% As run total wt% | Cu3As expected; effect obscured by baseline scatter"	"PDF pp.12-13 Table 1 and results text"	"High"	"Modeling-ready for deactivation submodel (censored/no-effect label)"	"No known duplicate"
"T1-008"	"T1-008-AS-16655-58-76"	"T1-008-AS-16655-58-R1"	"Air Products/Eastman 2003"	"Removal of Trace Contaminants from Coal-Derived Synthesis Gas"	"Not reported"	"Alternative LPMEOH catalyst"	"Alternative commercial/process catalyst used at Kingsport since Oct. 1998; ~10 g oxide powder in ~120 g mineral oil for lab poisoning"	"Coal-derived syngas"	"Metal / metalloid"	"AsH3"	"0.076"	"250"	"51.71 barg"	"Kingsport Gas"	"~6000"	"Not reported"	"Catalyst deactivation rate (% per hour)"	"0.0651"	"0.0691"	"Not reported"	"6.14"	"Calculated"	"Not reported"	"No"	"Low-concentration exposure | Run/sample: 16655-58 | Impurity source: secondary feed | Reported concentration: 76 ppb | Catalyst loading pre: Not applicable wt% | Catalyst loading post: Included in run total wt% | Effect below laboratory resolution"	"PDF pp.12-13 Table 1 and results text"	"High"	"Modeling-ready for deactivation submodel (no-effect label)"	"No known duplicate"
"T1-008"	"T1-008-AS-16655-97-458"	"T1-008-AS-16655-97-B1"	"Air Products/Eastman 2003"	"Removal of Trace Contaminants from Coal-Derived Synthesis Gas"	"Not reported"	"Alternative LPMEOH catalyst"	"Alternative commercial/process catalyst used at Kingsport since Oct. 1998; ~10 g oxide powder in ~120 g mineral oil for lab poisoning"	"Coal-derived syngas"	"Metal / metalloid"	"AsH3"	"0.458"	"235"	"51.71 barg"	"Kingsport Gas"	"~6000"	"Not reported"	"Catalyst deactivation rate (% per hour)"	"0.0953"	"0.312"	"Not reported"	"227.39"	"Calculated"	"No"	"Yes"	"Contaminant exposure | Run/sample: 16655-97 | Impurity source: secondary feed | Reported concentration: 458 ppb | Catalyst loading pre: Not applicable wt% | Catalyst loading post: 0.172 wt% As wt% | Cu3As formation"	"PDF p.13 Table 1"	"High"	"Modeling-ready for deactivation submodel"	"No known duplicate"
"T1-008"	"T1-008-PH3-17716-81"	"T1-008-PH3-B1"	"Air Products/Eastman 2003"	"Removal of Trace Contaminants from Coal-Derived Synthesis Gas"	"Not reported"	"Alternative LPMEOH catalyst"	"Alternative commercial/process catalyst used at Kingsport since Oct. 1998; ~10 g oxide powder in ~120 g mineral oil for lab poisoning"	"Coal-derived syngas"	"Other"	"PH3"	"1.91"	"250"	"51.71 barg"	"Kingsport Gas"	"~6000"	"Recovery observed over 48 h"	"Catalyst deactivation rate (% per hour)"	"0.0096"	"0.256"	"~0"	"2566.67"	"Calculated"	"No"	"Yes"	"Contaminant exposure | Run/sample: 17716-81 | Impurity source: secondary feed | Reported concentration: 1.91 ppm | Catalyst loading pre: Not applicable wt% | Catalyst loading post: 0.158 wt% P wt% | Phosphide formation (Cu3P); irreversible cumulative site loss though accelerated poisoning stops"	"PDF pp.15-16 Table 4 and text"	"High"	"Modeling-ready for deactivation submodel"	"Duplicate dataset; use T1-006"
"T1-008"	"T1-008-COS-17716-60"	"T1-008-COS-B1"	"Air Products/Eastman 2003"	"Removal of Trace Contaminants from Coal-Derived Synthesis Gas"	"Not reported"	"Alternative LPMEOH catalyst"	"Alternative commercial/process catalyst used at Kingsport since Oct. 1998; ~10 g oxide powder in ~120 g mineral oil for lab poisoning"	"Coal-derived syngas"	"Sulfur"	"COS"	"2.75"	"250"	"51.71 barg"	"Kingsport Gas"	"~6000"	"Not reported"	"Catalyst deactivation rate (% per hour)"	"0.0717"	"0.5714"	"0.1899"	"696.93"	"Calculated"	"No"	"Yes"	"Contaminant exposure | Run/sample: 17716-60 | Impurity source: secondary feed | Reported concentration: 2.75 ppm | Catalyst loading pre: Not applicable wt% | Catalyst loading post: 0.3196 wt% S wt% | Hydrogenation/deposition to Cu2S followed by sulfur transfer to ZnO/ZnS; poisoning continues after removal"	"PDF p.17 Table 7; mechanism pp.18-19"	"High"	"Modeling-ready for deactivation submodel"	"Duplicate dataset; use T1-006"
"T1-008"	"T1-008-CS2-17716-45"	"T1-008-CS2-B1"	"Air Products/Eastman 2003"	"Removal of Trace Contaminants from Coal-Derived Synthesis Gas"	"Not reported"	"Alternative LPMEOH catalyst"	"Alternative commercial/process catalyst used at Kingsport since Oct. 1998; ~10 g oxide powder in ~120 g mineral oil for lab poisoning"	"Coal-derived syngas"	"Sulfur"	"CS2"	"2.07"	"250"	"51.71 barg"	"Kingsport Gas"	"~6000"	"Not reported"	"Catalyst deactivation rate (% per hour)"	"0.066"	"1.33"	"0.999"	"1915.15"	"Calculated"	"No"	"Yes"	"Contaminant exposure | Run/sample: 17716-45 | Impurity source: secondary feed | Reported concentration: 2.07 ppm | Catalyst loading pre: Not applicable wt% | Catalyst loading post: 0.4510 wt% S wt% | Cu2S formation and sulfur transfer to ZnO/ZnS; continued poisoning after removal"	"PDF p.17 Table 7; mechanism pp.18-19"	"High"	"Modeling-ready for deactivation submodel"	"Duplicate dataset; use T1-006"
"T1-008"	"T1-008-THIO-17716-40-1"	"T1-008-THIO-B1"	"Air Products/Eastman 2003"	"Removal of Trace Contaminants from Coal-Derived Synthesis Gas"	"Not reported"	"Alternative LPMEOH catalyst"	"Alternative commercial/process catalyst used at Kingsport since Oct. 1998; ~10 g oxide powder in ~120 g mineral oil for lab poisoning"	"Coal-derived syngas"	"Sulfur"	"Thiophene"	"1.61"	"250"	"51.71 barg"	"Kingsport Gas"	"~6000"	"Not reported"	"Catalyst deactivation rate (% per hour)"	"0.0803"	"1"	"0.0988"	"1145.33"	"Calculated"	"No"	"Yes"	"First thiophene exposure | Run/sample: 17716-40 | Impurity source: secondary feed | Reported concentration: 1.61 ppm | Catalyst loading pre: Not applicable wt% | Catalyst loading post: Included in 0.2280 wt% S run total wt% | Hydrogenation and Cu2S formation; post-removal slope statistically near baseline but activity loss remains"	"PDF p.17 Table 7; mechanism p.18"	"High"	"Modeling-ready for deactivation submodel"	"Duplicate dataset; use T1-006"
"T1-008"	"T1-008-THIO-17716-40-2"	"T1-008-THIO-R1"	"Air Products/Eastman 2003"	"Removal of Trace Contaminants from Coal-Derived Synthesis Gas"	"Not reported"	"Alternative LPMEOH catalyst"	"Alternative commercial/process catalyst used at Kingsport since Oct. 1998; ~10 g oxide powder in ~120 g mineral oil for lab poisoning"	"Coal-derived syngas"	"Sulfur"	"Thiophene"	"0.48"	"250"	"51.71 barg"	"Kingsport Gas"	"~6000"	"Not reported"	"Catalyst deactivation rate (% per hour)"	"0.0988"	"0.576"	"Not reported"	"483"	"Calculated"	"No"	"Yes"	"Second thiophene exposure | Run/sample: 17716-40 | Impurity source: secondary feed | Reported concentration: 0.48 ppm | Catalyst loading pre: Not applicable wt% | Catalyst loading post: Included in 0.2280 wt% S run total wt% | Hydrogenation and Cu2S formation"	"PDF p.17 Table 7"	"High"	"Modeling-ready for deactivation submodel"	"Duplicate dataset; use T1-006"
"T1-008"	"T1-008-CH3SCN-17716-49"	"T1-008-CH3SCN-B1"	"Air Products/Eastman 2003"	"Removal of Trace Contaminants from Coal-Derived Synthesis Gas"	"Not reported"	"Alternative LPMEOH catalyst"	"Alternative commercial/process catalyst used at Kingsport since Oct. 1998; ~10 g oxide powder in ~120 g mineral oil for lab poisoning"	"Coal-derived syngas"	"Sulfur"	"CH3SCN"	"2.14"	"250"	"51.71 barg"	"Kingsport Gas"	"~6000"	"Not reported"	"Catalyst deactivation rate (% per hour)"	"0.0374"	"0.674"	"0.323"	"1702.14"	"Calculated"	"No"	"Yes"	"Contaminant exposure | Run/sample: 17716-49 | Impurity source: secondary feed | Reported concentration: 2.14 ppm | Catalyst loading pre: Not applicable wt% | Catalyst loading post: 0.1930 wt% S wt% | Hydrogenation to Cu2S + HCN + CH4; continued poisoning after removal"	"PDF p.17 Table 7; mechanism p.18"	"High"	"Modeling-ready for deactivation submodel"	"Duplicate dataset; use T1-006"
"T1-008"	"T1-008-HCN-16655-39-K"	"T1-008-HCN-K-B1"	"Air Products/Eastman 2003"	"Removal of Trace Contaminants from Coal-Derived Synthesis Gas"	"Not reported"	"Alternative LPMEOH catalyst"	"Alternative commercial/process catalyst used at Kingsport since Oct. 1998; ~10 g oxide powder in ~120 g mineral oil for lab poisoning"	"Coal-derived syngas"	"Nitrogen"	"HCN"	"2.27/4.24"	"250"	"51.71 barg"	"Kingsport Gas"	"~6000"	"Not reported"	"Catalyst deactivation rate (% per hour)"	"0.042"	"0.039"	"Not reported"	"-7.14"	"Calculated"	"Not reported"	"No"	"Contaminant exposure | Run/sample: 16655-39 | Impurity source: secondary feed | Reported concentration: 2.27 and 4.24 ppm | Catalyst loading pre: Not applicable wt% | Catalyst loading post: Very little CN incorporated wt% | HCN hydrogenates to inert methylamine under methanol conditions"	"PDF pp.19-21 Table 10 and discussion"	"High"	"Modeling-ready for deactivation submodel (no-effect label)"	"Duplicate dataset; use T1-006"
"T1-008"	"T1-008-HCN-16655-39-S"	"T1-008-HCN-S-B1"	"Air Products/Eastman 2003"	"Removal of Trace Contaminants from Coal-Derived Synthesis Gas"	"Not reported"	"Alternative LPMEOH catalyst"	"Alternative commercial/process catalyst used at Kingsport since Oct. 1998; ~10 g oxide powder in ~120 g mineral oil for lab poisoning"	"Coal-derived syngas"	"Nitrogen"	"HCN"	"4.21"	"250"	"51.71 barg"	"Shell Gas"	"~6000"	"Not reported"	"Catalyst deactivation rate (% per hour)"	"~0"	"~0"	"Not reported"	"Not calculated"	"Measured"	"Not reported"	"No"	"Contaminant exposure | Run/sample: 16655-39 | Impurity source: secondary feed | Reported concentration: 4.21 ppm | Catalyst loading pre: Not applicable wt% | Catalyst loading post: Very little CN incorporated wt% | HCN hydrogenation to methylamine"	"PDF p.19 Table 10"	"High"	"Modeling-ready for deactivation submodel (no-effect label)"	"Duplicate dataset; use T1-006"
"T1-008"	"T1-008-HCN-16655-50"	"T1-008-HCN-50-B1"	"Air Products/Eastman 2003"	"Removal of Trace Contaminants from Coal-Derived Synthesis Gas"	"Not reported"	"Alternative LPMEOH catalyst"	"Alternative commercial/process catalyst used at Kingsport since Oct. 1998; ~10 g oxide powder in ~120 g mineral oil for lab poisoning"	"Coal-derived syngas"	"Nitrogen"	"HCN"	"6.57"	"250"	"51.71 barg"	"Kingsport Gas"	"~6000"	"Not reported"	"Catalyst deactivation rate (% per hour)"	"0.0438"	"0.059"	"Not reported"	"34.7"	"Calculated"	"Not reported"	"No"	"Contaminant exposure | Run/sample: 16655-50 | Impurity source: secondary feed | Reported concentration: 6.57 ppm | Catalyst loading pre: Not applicable wt% | Catalyst loading post: Very little CN incorporated wt% | HCN hydrogenation to methylamine"	"PDF pp.19-20 Table 10 and discussion"	"High"	"Modeling-ready for deactivation submodel (no-effect label)"	"Duplicate dataset; use T1-006"
"T1-008"	"T1-008-HCN-16655-68"	"T1-008-HCN-68-B1"	"Air Products/Eastman 2003"	"Removal of Trace Contaminants from Coal-Derived Synthesis Gas"	"Not reported"	"Alternative LPMEOH catalyst"	"Alternative commercial/process catalyst used at Kingsport since Oct. 1998; ~10 g oxide powder in ~120 g mineral oil for lab poisoning"	"Coal-derived syngas"	"Nitrogen"	"HCN"	"101.5"	"250"	"51.71 barg"	"Kingsport Gas"	"~6000"	"Not reported"	"Catalyst deactivation rate (% per hour)"	"0.0426"	"0.0569"	"Not reported"	"33.57"	"Calculated"	"Not reported"	"No"	"Contaminant exposure | Run/sample: 16655-68 | Impurity source: secondary feed | Reported concentration: 101.5 ppm | Catalyst loading pre: Not applicable wt% | Catalyst loading post: 97 ppmw CN (vs 99,465 ppmw calculated exposure) wt% | HCN hydrogenation to methylamine; negligible incorporation"	"PDF pp.19-20 Tables 10-11"	"High"	"Modeling-ready for deactivation submodel (no-effect label)"	"Duplicate dataset; use T1-006"
"T1-008"	"T1-008-CH3CN-17203-38"	"T1-008-CH3CN-B1"	"Air Products/Eastman 2003"	"Removal of Trace Contaminants from Coal-Derived Synthesis Gas"	"Not reported"	"Alternative LPMEOH catalyst"	"Alternative commercial/process catalyst used at Kingsport since Oct. 1998; ~10 g oxide powder in ~120 g mineral oil for lab poisoning"	"Coal-derived syngas"	"Nitrogen"	"CH3CN"	"11.5"	"250"	"51.71 barg"	"Kingsport Gas"	"~6000"	"Not reported"	"Catalyst deactivation rate (% per hour)"	"0.087"	"0.0895"	"Not reported"	"2.87"	"Calculated"	"Not reported"	"No"	"Contaminant exposure | Run/sample: 17203-38 | Impurity source: secondary feed | Reported concentration: 11.5 ppm | Catalyst loading pre: Not applicable wt% | Catalyst loading post: <73 ppmw CN wt% | Weak/no binding to metallic Cu under conditions"	"PDF pp.19-20 Tables 10-11"	"High"	"Modeling-ready for deactivation submodel (no-effect label)"	"Duplicate dataset; use T1-006"
"T1-008"	"T1-008-CH3NH2-17716-49"	"T1-008-CH3NH2-B1"	"Air Products/Eastman 2003"	"Removal of Trace Contaminants from Coal-Derived Synthesis Gas"	"Not reported"	"Alternative LPMEOH catalyst"	"Alternative commercial/process catalyst used at Kingsport since Oct. 1998; ~10 g oxide powder in ~120 g mineral oil for lab poisoning"	"Coal-derived syngas"	"Nitrogen"	"CH3NH2"	"2.52"	"250"	"51.71 barg"	"Kingsport Gas"	"~6000"	"Not reported"	"Catalyst deactivation rate (% per hour)"	"0.0803"	"0.0374"	"Not reported"	"-53.42"	"Calculated"	"Not reported"	"No"	"Contaminant exposure | Run/sample: 17716-49 | Impurity source: secondary feed | Reported concentration: 2.52 ppm | Catalyst loading pre: Not applicable wt% | Catalyst loading post: 64 ppmw N wt% | Weak/no binding to metallic Cu"	"PDF pp.19-20 Tables 10-11"	"High"	"Modeling-ready for deactivation submodel (no-effect label)"	"Duplicate dataset; use T1-006"
